,Tweet_ID,User_ID,User_Follower_Counts,Topic,Targets,Target's Polarity Score,Stance
20,614172891685392385,172081908,35217,Climate Change is a Real Concern,nothing,-0.2528616636991501,FAVOR
21,614196168877182976,108419139,112,Climate Change is a Real Concern,state,-0.26849595829844475,NONE
22,614196168877182976,108419139,112,Climate Change is a Real Concern,world,-0.26850179582834244,NONE
23,614198451346272256,313121798,778,Climate Change is a Real Concern,hope,0.24890229851007464,FAVOR
24,614215689222488064,343095829,125,Climate Change is a Real Concern,dannyksfun,0.7236939445137978,NONE
25,614215689222488064,343095829,125,Climate Change is a Real Concern,kdeleon,0.4544614087790251,NONE
26,614215689222488064,343095829,125,Climate Change is a Real Concern,diversity,0.442429618909955,NONE
27,614215689222488064,343095829,125,Climate Change is a Real Concern,innovation,0.4424280524253845,NONE
28,614243686751166464,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
29,614291777533644800,41479697,3654,Climate Change is a Real Concern,church,-0.6367771551012993,NONE
30,614291777533644800,41479697,3654,Climate Change is a Real Concern,crush,0.2544338591396809,NONE
31,614291777533644800,41479697,3654,Climate Change is a Real Concern,popefrancis,0.2680235877633095,NONE
32,614291777533644800,41479697,3654,Climate Change is a Real Concern,shhhh,-0.4643906578421593,NONE
33,614299348029997056,1605668706,520,Climate Change is a Real Concern,usa,-0.6766820698976517,FAVOR
34,614299348029997056,1605668706,520,Climate Change is a Real Concern,damage,-0.676679328083992,FAVOR
35,614299348029997056,1605668706,520,Climate Change is a Real Concern,semst,-0.6787443831562996,FAVOR
36,614302874827378688,314243234,28751,Climate Change is a Real Concern,intellect,0.359035138040781,NONE
37,614302874827378688,314243234,28751,Climate Change is a Real Concern,scientist,0.3590327464044094,NONE
38,614303114854834177,118915743,277,Climate Change is a Real Concern,mind,-0.2977790758013725,NONE
39,614303114854834177,118915743,277,Climate Change is a Real Concern,semst,-0.30116596072912216,NONE
40,614310668100063233,344831740,4835,Climate Change is a Real Concern,exchange,0.4685281999409199,NONE
41,614310668100063233,344831740,4835,Climate Change is a Real Concern,worlds,0.4685320612043142,NONE
42,614370735767879680,67873734,14182,Climate Change is a Real Concern,sustainability,0.2970275580883026,FAVOR
43,614383315286630400,55650895,1441,Climate Change is a Real Concern,coal,-0.20197024196386335,NONE
44,614383315286630400,55650895,1441,Climate Change is a Real Concern,semst,-0.20295467972755432,NONE
45,614388208743383040,563613307,3802,Climate Change is a Real Concern,congress,0.2390413247048855,FAVOR
46,614388208743383040,563613307,3802,Climate Change is a Real Concern,bartolinimatteo,0.23824747279286385,FAVOR
47,614388208743383040,563613307,3802,Climate Change is a Real Concern,agriculture,0.23098153248429296,FAVOR
48,614388208743383040,563613307,3802,Climate Change is a Real Concern,semst,0.2346020303666592,FAVOR
49,614389280278974464,52436759,2852,Climate Change is a Real Concern,degrowth,-0.6611786559224129,FAVOR
50,614389280278974464,52436759,2852,Climate Change is a Real Concern,planet,-0.6591564044356346,FAVOR
51,614400941001965568,2470409048,200,Climate Change is a Real Concern,stand,0.2252142056822777,FAVOR
52,614400941001965568,2470409048,200,Climate Change is a Real Concern,semst,0.2288082577288151,FAVOR
53,614443969125052416,254744099,193,Climate Change is a Real Concern,islamists,-0.4974630326032639,NONE
54,614443969125052416,254744099,193,Climate Change is a Real Concern,tunisia,-0.4968904592096806,NONE
55,614443969125052416,254744099,193,Climate Change is a Real Concern,syria,-0.4968898221850395,NONE
56,614443969125052416,254744099,193,Climate Change is a Real Concern,lets,-0.26480599865317345,NONE
57,614443969125052416,254744099,193,Climate Change is a Real Concern,threat,-0.2648119330406189,NONE
58,614443969125052416,254744099,193,Climate Change is a Real Concern,hoax,-0.2648126408457756,NONE
59,614443969125052416,254744099,193,Climate Change is a Real Concern,semst,-0.265913937240839,NONE
60,614448331469684736,25697311,192,Climate Change is a Real Concern,guy,-0.7274623699486256,FAVOR
61,614448331469684736,25697311,192,Climate Change is a Real Concern,semst,0.20225036144256592,FAVOR
62,614460594075254784,762583238,565,Climate Change is a Real Concern,republicans,-0.6476643960922956,NONE
63,614480159626915840,258551101,3562,Climate Change is a Real Concern,flyingfree333,0.27174564450979233,NONE
64,614480159626915840,258551101,3562,Climate Change is a Real Concern,prognostication,-0.6531129777431488,NONE
65,614500466450264064,432048547,7033,Climate Change is a Real Concern,lets,-0.21880660951137546,FAVOR
66,614500466450264064,432048547,7033,Climate Change is a Real Concern,semst,-0.6343349292874336,FAVOR
67,614506245685428224,3060277294,362,Climate Change is a Real Concern,sustainability,0.3799938783049584,FAVOR
68,614519120134975489,2232982311,747,Climate Change is a Real Concern,l,0.3090096116065979,FAVOR
69,614519120134975489,2232982311,747,Climate Change is a Real Concern,r,-0.717722948640585,FAVOR
70,614519120134975489,2232982311,747,Climate Change is a Real Concern,environment,-0.6587307602167131,FAVOR
71,614528599635267584,197918942,27,Climate Change is a Real Concern,eah,0.21941658109426496,NONE
72,614528599635267584,197918942,27,Climate Change is a Real Concern,round,0.21377594769001007,NONE
73,614546471371718657,148860840,311,Climate Change is a Real Concern,cow,-0.5252355448901653,FAVOR
74,614546471371718657,148860840,311,Climate Change is a Real Concern,chicken,-0.5252374596893787,FAVOR
75,614546471371718657,148860840,311,Climate Change is a Real Concern,terms,-0.5252397879958153,FAVOR
76,614546471371718657,148860840,311,Climate Change is a Real Concern,emissions,-0.5252416394650936,FAVOR
77,614554576079818752,554060122,5070,Climate Change is a Real Concern,australia,0.5116719659417868,NONE
78,614559214489497600,77144908,6401,Climate Change is a Real Concern,guilt,-0.4495421573519707,NONE
79,614559214489497600,77144908,6401,Climate Change is a Real Concern,semst,-0.460196703672409,NONE
80,614568539819741184,2554476104,82,Climate Change is a Real Concern,ccot,-0.4838153533637524,AGAINST
81,614579545350500352,124735878,796,Climate Change is a Real Concern,quotes,-0.6182926278561354,NONE
82,614589549839294464,609485539,685,Climate Change is a Real Concern,vpirg,0.35369475930929184,FAVOR
83,614590458325372928,75403792,8174,Climate Change is a Real Concern,positions,-0.4313976392149925,NONE
84,614590458325372928,75403792,8174,Climate Change is a Real Concern,guns,-0.4314030259847641,NONE
85,614590458325372928,75403792,8174,Climate Change is a Real Concern,marijuana,-0.4314025267958641,NONE
86,614590458325372928,75403792,8174,Climate Change is a Real Concern,surprise,-0.4314035251736641,NONE
87,614590458325372928,75403792,8174,Climate Change is a Real Concern,semst,-0.4343753606081009,NONE
88,614614807098953732,29893766,289,Climate Change is a Real Concern,gore,-0.7817332334816456,AGAINST
89,614614807098953732,29893766,289,Climate Change is a Real Concern,politician,-0.7817175313830376,AGAINST
90,614614807098953732,29893766,289,Climate Change is a Real Concern,scientist,-0.7817282192409039,AGAINST
91,614617333965811713,61105042,70,Climate Change is a Real Concern,position,-0.2456623837351799,NONE
92,614617333965811713,61105042,70,Climate Change is a Real Concern,skepticism,-0.24566205590963364,NONE
93,614645894357520384,330472602,7009,Climate Change is a Real Concern,future,0.3775798976421356,FAVOR
94,614646065942278144,330472602,7009,Climate Change is a Real Concern,future,0.3775798976421356,FAVOR
95,614651374408589312,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
96,614673797677846528,825953262,267,Climate Change is a Real Concern,hotter,0.20189812779426572,FAVOR
97,614673797677846528,825953262,267,Climate Change is a Real Concern,oregon,0.20189037919044492,FAVOR
98,614673797677846528,825953262,267,Climate Change is a Real Concern,california,0.20188772678375244,FAVOR
99,614685241924452352,2417189972,1785,Climate Change is a Real Concern,deaths,-0.5087837055325508,FAVOR
100,614685241924452352,2417189972,1785,Climate Change is a Real Concern,semst,-0.5097058862447739,FAVOR
101,614708202228191232,3105073274,116,Climate Change is a Real Concern,hell,-0.2586715817451477,NONE
102,614708202228191232,3105073274,116,Climate Change is a Real Concern,tips,0.3837605752050877,NONE
103,614708202228191232,3105073274,116,Climate Change is a Real Concern,flames,0.3837631456553936,NONE
104,614708202228191232,3105073274,116,Climate Change is a Real Concern,room,0.3837597481906414,NONE
105,614708202228191232,3105073274,116,Climate Change is a Real Concern,semst,-0.5940311253070831,NONE
106,614777337155031040,2427549086,1742,Climate Change is a Real Concern,observations,0.2284185141324997,FAVOR
107,614777337155031040,2427549086,1742,Climate Change is a Real Concern,atmosphere,0.2284190654754639,FAVOR
108,614777337155031040,2427549086,1742,Climate Change is a Real Concern,oceans,0.22841958701610565,FAVOR
109,614777337155031040,2427549086,1742,Climate Change is a Real Concern,influence,0.22841838374733925,FAVOR
110,614777337155031040,2427549086,1742,Climate Change is a Real Concern,semst,0.23099474981427195,FAVOR
111,614787268893540352,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
112,614797979149414402,246774523,5322,Climate Change is a Real Concern,grief,-0.5357939675450325,NONE
113,614825557964906496,487112770,2856,Climate Change is a Real Concern,days,0.26114095747470856,FAVOR
114,614825557964906496,487112770,2856,Climate Change is a Real Concern,fault,-0.5281671062111855,FAVOR
115,614825557964906496,487112770,2856,Climate Change is a Real Concern,extinction,-0.4974738284945488,FAVOR
116,614878081627459584,246774523,5322,Climate Change is a Real Concern,nail,-0.6053528115153313,NONE
117,614878081627459584,246774523,5322,Climate Change is a Real Concern,head,-0.605345543473959,NONE
118,614913574507380736,517997193,9638,Climate Change is a Real Concern,chap,-0.4725110232830048,NONE
119,614913574507380736,517997193,9638,Climate Change is a Real Concern,ideologies,-0.474388625472784,NONE
120,614913574507380736,517997193,9638,Climate Change is a Real Concern,semst,0.3340548649430275,NONE
121,614918051687989249,29072192,45877,Climate Change is a Real Concern,depth,0.2855546157807112,NONE
122,614918051687989249,29072192,45877,Climate Change is a Real Concern,nutrition,0.28555277921259403,NONE
123,614918051687989249,29072192,45877,Climate Change is a Real Concern,tedtalks,0.29446208477020264,NONE
124,614918051687989249,29072192,45877,Climate Change is a Real Concern,agriculture,0.3366370648145676,NONE
125,614922832133255168,517997193,9638,Climate Change is a Real Concern,bucketlist,0.26580870524048805,NONE
126,614922832133255168,517997193,9638,Climate Change is a Real Concern,peace,0.2628693878650665,NONE
127,614922832133255168,517997193,9638,Climate Change is a Real Concern,manner,0.26286740228533745,NONE
128,614922832133255168,517997193,9638,Climate Change is a Real Concern,goal,0.20972691476345065,NONE
129,614935809733492736,406705341,45,Climate Change is a Real Concern,step,0.21958745270967486,FAVOR
130,614935809733492736,406705341,45,Climate Change is a Real Concern,direction,0.21957968920469284,FAVOR
131,614954612693577728,160371272,2040,Climate Change is a Real Concern,speakerboehner,-0.2169196754693985,NONE
132,614954612693577728,160371272,2040,Climate Change is a Real Concern,denial,-0.27864376455545425,NONE
133,614954612693577728,160371272,2040,Climate Change is a Real Concern,river,-0.2786693871021271,NONE
134,614954612693577728,160371272,2040,Climate Change is a Real Concern,egypt,-0.2786601781845093,NONE
135,614965636364660738,136901718,5129,Climate Change is a Real Concern,omaniblog,0.3333808043971658,NONE
136,614965636364660738,136901718,5129,Climate Change is a Real Concern,fun,0.3283955780789256,NONE
137,614965636364660738,136901718,5129,Climate Change is a Real Concern,county,0.3284002766013145,NONE
138,614965636364660738,136901718,5129,Climate Change is a Real Concern,castellscarmen,0.3358880411833525,NONE
139,615028467650854912,517997193,9638,Climate Change is a Real Concern,ideology,-0.3831676505506039,NONE
140,615028467650854912,517997193,9638,Climate Change is a Real Concern,capitalism,-0.3831698596477509,NONE
141,615028467650854912,517997193,9638,Climate Change is a Real Concern,work,-0.3831694275140762,NONE
142,615028467650854912,517997193,9638,Climate Change is a Real Concern,wreck,-0.3831665441393852,NONE
143,615028467650854912,517997193,9638,Climate Change is a Real Concern,progress,-0.3831636719405651,NONE
144,615028743455649793,517997193,9638,Climate Change is a Real Concern,technology,0.3299553990364075,NONE
145,615028743455649793,517997193,9638,Climate Change is a Real Concern,sign,0.3299569673836231,NONE
146,615041675186999296,115883210,2424,Climate Change is a Real Concern,thanks,0.5699360556900501,NONE
147,615041675186999296,115883210,2424,Climate Change is a Real Concern,breeders,0.5699232071638107,NONE
148,615053893660053504,167282831,659,Climate Change is a Real Concern,leadershhip,0.2526649609208107,NONE
149,615053893660053504,167282831,659,Climate Change is a Real Concern,globslopportunity,0.2608838472515345,NONE
150,615072924240752640,1916081982,842,Climate Change is a Real Concern,seattle,0.21132656931877136,FAVOR
151,615072924240752640,1916081982,842,Climate Change is a Real Concern,degrees,0.21132732182741165,FAVOR
152,615106397726863364,517997193,9638,Climate Change is a Real Concern,un,0.2257925495505333,NONE
153,615106397726863364,517997193,9638,Climate Change is a Real Concern,day,0.348364420235157,NONE
154,615106397726863364,517997193,9638,Climate Change is a Real Concern,regards,0.4941184911876917,NONE
155,615106397726863364,517997193,9638,Climate Change is a Real Concern,peace,0.4941248595714569,NONE
156,615138887741112320,20662651,689,Climate Change is a Real Concern,divestment,0.2923101875931025,NONE
157,615138887741112320,20662651,689,Climate Change is a Real Concern,action,0.2852236069738865,NONE
158,615142664443314176,310309420,299,Climate Change is a Real Concern,baby,-0.33120525628328323,NONE
159,615148163847036928,212293372,4540,Climate Change is a Real Concern,ass,-0.8195348121225834,NONE
160,615148163847036928,212293372,4540,Climate Change is a Real Concern,church,-0.8195107541978359,NONE
161,615148163847036928,212293372,4540,Climate Change is a Real Concern,love,0.6382305212318897,NONE
162,615148163847036928,212293372,4540,Climate Change is a Real Concern,justice,0.6382163763046265,NONE
163,615150659298443264,517997193,9638,Climate Change is a Real Concern,peace,-0.3245131075382233,NONE
164,615150659298443264,517997193,9638,Climate Change is a Real Concern,semst,-0.3291855901479721,NONE
165,615161455273504768,465268864,249,Climate Change is a Real Concern,sweater,0.2384111545979977,FAVOR
166,615161455273504768,465268864,249,Climate Change is a Real Concern,end,0.23841822147369385,FAVOR
167,615161455273504768,465268864,249,Climate Change is a Real Concern,june,0.23840859532356265,FAVOR
168,615194955867271168,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
169,615194955867271168,2993036154,1415,Climate Change is a Real Concern,thermostat,0.20484888553619385,FAVOR
170,615194955867271168,2993036154,1415,Climate Change is a Real Concern,winter,0.20135071873664856,FAVOR
171,615194955867271168,2993036154,1415,Climate Change is a Real Concern,2c,0.20251649618148804,FAVOR
172,615194955867271168,2993036154,1415,Climate Change is a Real Concern,summer,0.20135627686977384,FAVOR
173,615203431897141248,3111012179,176,Climate Change is a Real Concern,inhofe,-0.4089508429169655,FAVOR
174,615203431897141248,3111012179,176,Climate Change is a Real Concern,warming,-0.404841247946024,FAVOR
175,615218297039134720,3248242181,23,Climate Change is a Real Concern,thanks,0.6035586427897215,FAVOR
176,615218297039134720,3248242181,23,Climate Change is a Real Concern,follow,0.6035426203161478,FAVOR
177,615220084257075200,41766494,21532,Climate Change is a Real Concern,party,-0.5069651827216148,NONE
178,615220084257075200,41766494,21532,Climate Change is a Real Concern,books,-0.506962276995182,NONE
179,615220084257075200,41766494,21532,Climate Change is a Real Concern,party,-0.5069651827216148,NONE
180,615220084257075200,41766494,21532,Climate Change is a Real Concern,gayrights,-0.5091024599969387,NONE
181,615220084257075200,41766494,21532,Climate Change is a Real Concern,initiative,-0.5069618113338947,NONE
182,615220084257075200,41766494,21532,Climate Change is a Real Concern,semst,-0.5090937428176403,NONE
183,615224516965437440,416040278,2839,Climate Change is a Real Concern,media,0.242558628320694,FAVOR
184,615232113256718336,246774523,5322,Climate Change is a Real Concern,chelseamagop,0.2658633068203926,NONE
185,615265325764866048,430851439,839,Climate Change is a Real Concern,compass,0.27890697680413723,FAVOR
186,615277228604178432,734560633,291,Climate Change is a Real Concern,attenborough,-0.40754736214876175,FAVOR
187,615277228604178432,734560633,291,Climate Change is a Real Concern,problem,-0.4027406126260757,FAVOR
188,615277228604178432,734560633,291,Climate Change is a Real Concern,semst,-0.407534696161747,FAVOR
189,615278769092300801,245308991,3421,Climate Change is a Real Concern,semst,-0.33520395681262016,FAVOR
190,615309852479352832,517997193,9638,Climate Change is a Real Concern,peace,0.31039780750870705,FAVOR
191,615309852479352832,517997193,9638,Climate Change is a Real Concern,future,0.3103988356888294,FAVOR
192,615309852479352832,517997193,9638,Climate Change is a Real Concern,outta,0.3103977851569653,FAVOR
193,615343814291668992,1682038578,169,Climate Change is a Real Concern,pakistan,-0.4371621571481228,FAVOR
194,615346552513507328,840498092,58,Climate Change is a Real Concern,glad,0.5662908554077148,NONE
195,615346552513507328,840498092,58,Climate Change is a Real Concern,millions,0.5662852432578802,NONE
196,615346552513507328,840498092,58,Climate Change is a Real Concern,lives,0.5662844311445951,NONE
197,615346552513507328,840498092,58,Climate Change is a Real Concern,sights,0.5240918137133121,NONE
198,615346552513507328,840498092,58,Climate Change is a Real Concern,millions,0.5240901820361614,NONE
199,615355312430682112,189749686,9212,Climate Change is a Real Concern,semst,-0.708344180136919,NONE
200,615355560175628288,2170765645,143,Climate Change is a Real Concern,california,0.3450165539979935,NONE
201,615355560175628288,2170765645,143,Climate Change is a Real Concern,heat,-0.4006116390228272,NONE
202,615362237134303232,14810811,2073,Climate Change is a Real Concern,cal,0.2273208871483803,FAVOR
203,615376147321262080,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
204,615408841103134720,351209897,157,Climate Change is a Real Concern,court,-0.2805957496166229,FAVOR
205,615408841103134720,351209897,157,Climate Change is a Real Concern,gov,-0.2805952504277229,FAVOR
206,615408841103134720,351209897,157,Climate Change is a Real Concern,emissions,-0.2805945351719856,FAVOR
207,615408841103134720,351209897,157,Climate Change is a Real Concern,law,-0.2806012183427811,FAVOR
208,615418412139982848,3111237760,113,Climate Change is a Real Concern,solarimpulse,0.34266937896609306,FAVOR
209,615418412139982848,3111237760,113,Climate Change is a Real Concern,flight8,0.32718775421381,FAVOR
210,615485383724236800,198004487,3518,Climate Change is a Real Concern,dallas,-0.39160774648189545,NONE
211,615491004389572609,27203795,492,Climate Change is a Real Concern,ppl,-0.37589623779058456,NONE
212,615491004389572609,27203795,492,Climate Change is a Real Concern,paul,-0.3747481554746628,NONE
213,615491004389572609,27203795,492,Climate Change is a Real Concern,god,-0.37473879754543293,NONE
214,615491004389572609,27203795,492,Climate Change is a Real Concern,gays,-0.3759164027869701,NONE
215,615491004389572609,27203795,492,Climate Change is a Real Concern,pope,-0.374745674431324,NONE
216,615491004389572609,27203795,492,Climate Change is a Real Concern,god,-0.37473879754543293,NONE
217,615512053747290112,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
218,615518222541025281,955698157,4163,Climate Change is a Real Concern,earth,-0.7619240917265415,FAVOR
219,615525602586574848,37794539,1647,Climate Change is a Real Concern,degrees,0.26678424328565603,FAVOR
220,615525602586574848,37794539,1647,Climate Change is a Real Concern,summer,0.2667846977710724,FAVOR
221,615534759310151681,2482232082,19783,Climate Change is a Real Concern,minister,0.2076097819954157,NONE
222,615534759310151681,2482232082,19783,Climate Change is a Real Concern,importance,0.2076084651052952,NONE
223,615534759310151681,2482232082,19783,Climate Change is a Real Concern,indcs,0.20860162191092968,NONE
224,615534759310151681,2482232082,19783,Climate Change is a Real Concern,momentum,0.20760904252529144,NONE
225,615534759310151681,2482232082,19783,Climate Change is a Real Concern,conference,0.2076076827943325,NONE
226,615534759310151681,2482232082,19783,Climate Change is a Real Concern,semst,0.2095987517386675,NONE
227,615540056086986752,426967017,415,Climate Change is a Real Concern,upset,-0.4042679313570261,NONE
228,615540780560572416,517997193,9638,Climate Change is a Real Concern,democracy,0.33183426782488823,NONE
229,615552899205062656,1184640014,4417,Climate Change is a Real Concern,warming,0.4734628759324551,FAVOR
230,615554313415467008,199879420,98,Climate Change is a Real Concern,coldest,0.3866243455559015,FAVOR
231,615554313415467008,199879420,98,Climate Change is a Real Concern,summer,0.3783446867018938,FAVOR
232,615554313415467008,199879420,98,Climate Change is a Real Concern,memory,0.3783465661108494,FAVOR
233,615577932535341058,20306034,10711,Climate Change is a Real Concern,mom,0.2352196127176285,FAVOR
234,615580092211695616,20270883,6066,Climate Change is a Real Concern,something,0.3384249582886696,FAVOR
235,615580790705909760,100789993,1202,Climate Change is a Real Concern,houston,-0.5283097773790361,FAVOR
236,615592606156898304,2810237143,17,Climate Change is a Real Concern,deterioration,-0.6042119488120079,FAVOR
237,615592606156898304,2810237143,17,Climate Change is a Real Concern,degradation,-0.6042180210351944,FAVOR
238,615602645030469632,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
239,615606694874357760,582592612,281,Climate Change is a Real Concern,china,0.34111412987113,NONE
240,615606694874357760,582592612,281,Climate Change is a Real Concern,plans,0.3411042708903551,NONE
241,615606694874357760,582592612,281,Climate Change is a Real Concern,things,0.3411038238555193,NONE
242,615608210754564096,396999739,141,Climate Change is a Real Concern,run,0.29118506610393524,NONE
243,615608210754564096,396999739,141,Climate Change is a Real Concern,legs,0.2911872863769531,NONE
244,615608210754564096,396999739,141,Climate Change is a Real Concern,brain,0.2911848723888397,NONE
245,615608210754564096,396999739,141,Climate Change is a Real Concern,boiling,0.2911907583475113,NONE
246,615613594407845888,3243259442,283,Climate Change is a Real Concern,decisions,-0.35288001596927643,FAVOR
247,615613594407845888,3243259442,283,Climate Change is a Real Concern,planet,-0.3529048189520836,FAVOR
248,615613594407845888,3243259442,283,Climate Change is a Real Concern,man,-0.3528717085719109,FAVOR
249,615613594407845888,3243259442,283,Climate Change is a Real Concern,system,-0.35288728028535843,FAVOR
250,615620900025729024,276448675,788,Climate Change is a Real Concern,cop21,-0.3487647771835327,FAVOR
251,615622156131672064,1169337758,25,Climate Change is a Real Concern,greennh3,0.3019300885498524,FAVOR
252,615622156131672064,1169337758,25,Climate Change is a Real Concern,machines,0.5129226818680763,FAVOR
253,615628303639158784,2414706632,830,Climate Change is a Real Concern,room,-0.8400050476193428,FAVOR
254,615655449388433408,25963806,2495,Climate Change is a Real Concern,disasters,-0.469820611178875,FAVOR
255,615655449388433408,25963806,2495,Climate Change is a Real Concern,man,-0.4698199406266213,FAVOR
256,615655449388433408,25963806,2495,Climate Change is a Real Concern,disasters,-0.469820611178875,FAVOR
257,615655449388433408,25963806,2495,Climate Change is a Real Concern,polluter,-0.4707655385136604,FAVOR
258,615655449388433408,25963806,2495,Climate Change is a Real Concern,loss,-0.4698180928826332,FAVOR
259,615655449388433408,25963806,2495,Climate Change is a Real Concern,damage,-0.4698223099112511,FAVOR
260,615661896595804164,309298423,528,Climate Change is a Real Concern,un,-0.7112313732504845,NONE
261,615661896595804164,309298423,528,Climate Change is a Real Concern,crew,-0.7112303376197815,NONE
262,615689183730872320,2149562384,177,Climate Change is a Real Concern,heatwave,0.3299709111452103,FAVOR
263,615689183730872320,2149562384,177,Climate Change is a Real Concern,time,0.6596890799701214,FAVOR
264,615689183730872320,2149562384,177,Climate Change is a Real Concern,plants,0.2960409484803677,FAVOR
265,615689183730872320,2149562384,177,Climate Change is a Real Concern,fruit,0.2960310056805611,FAVOR
266,615689183730872320,2149562384,177,Climate Change is a Real Concern,june,0.3637144528329373,FAVOR
267,615689183730872320,2149562384,177,Climate Change is a Real Concern,semst,0.2718714103102684,FAVOR
268,615701461146714112,531598198,4640,Climate Change is a Real Concern,something,-0.6028389483690262,NONE
269,615701461146714112,531598198,4640,Climate Change is a Real Concern,america,-0.6028415560722351,NONE
270,615701461146714112,531598198,4640,Climate Change is a Real Concern,semst,-0.6077703051269054,NONE
271,615723030589870080,128633483,2364,Climate Change is a Real Concern,commits,-0.7789916191250086,FAVOR
272,615723030589870080,128633483,2364,Climate Change is a Real Concern,sin,-0.7789993211627007,FAVOR
273,615723030589870080,128633483,2364,Climate Change is a Real Concern,outbreath,-0.7834575343877077,FAVOR
274,615723030589870080,128633483,2364,Climate Change is a Real Concern,co2,-0.7812336739152671,FAVOR
275,615723030589870080,128633483,2364,Climate Change is a Real Concern,mankind,-0.2875408083200455,FAVOR
276,615723322668642305,128633483,2364,Climate Change is a Real Concern,emission,-0.5537536591291428,FAVOR
277,615723322668642305,128633483,2364,Climate Change is a Real Concern,co2,-0.5555794537067413,FAVOR
278,615723322668642305,128633483,2364,Climate Change is a Real Concern,hell,-0.5537501014769077,FAVOR
279,615723322668642305,128633483,2364,Climate Change is a Real Concern,semst,-0.5573912970721722,FAVOR
280,615724045682741248,128633483,2364,Climate Change is a Real Concern,onan,-0.7288526184856892,FAVOR
281,615724045682741248,128633483,2364,Climate Change is a Real Concern,co2,-0.7288469560444355,FAVOR
282,615724045682741248,128633483,2364,Climate Change is a Real Concern,atmosphere,-0.7271516043692827,FAVOR
283,615724045682741248,128633483,2364,Climate Change is a Real Concern,sin,-0.7271543238312006,FAVOR
284,615738539284692992,2993036154,1415,Climate Change is a Real Concern,home,0.24248144775629046,FAVOR
285,615766245632163840,234660291,1152,Climate Change is a Real Concern,nights,0.2909485213458538,NONE
286,615766245632163840,234660291,1152,Climate Change is a Real Concern,hair,0.2909366711974144,NONE
287,615768220587290624,96825691,483,Climate Change is a Real Concern,dinosaurs,-0.29314035177230835,FAVOR
288,615768220587290624,96825691,483,Climate Change is a Real Concern,asteroid,-0.2931374683976173,FAVOR
289,615783834517291009,2993036154,1415,Climate Change is a Real Concern,road,0.24966534972190854,FAVOR
290,615807439439425536,125036205,776,Climate Change is a Real Concern,semst,0.2720007374882698,FAVOR
291,615823423441207296,1383038924,776,Climate Change is a Real Concern,australia,-0.2907496728003025,NONE
292,615823423441207296,1383038924,776,Climate Change is a Real Concern,turn,-0.2907425984740257,NONE
293,615823423441207296,1383038924,776,Climate Change is a Real Concern,obama,-0.2907468304038048,NONE
294,615823423441207296,1383038924,776,Climate Change is a Real Concern,abcenvironment,-0.28947900980710983,NONE
295,615827143017148416,1168614020,18,Climate Change is a Real Concern,tonyabbott,-0.3410435356199741,NONE
296,615827143017148416,1168614020,18,Climate Change is a Real Concern,obama,-0.3415826037526131,NONE
