Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
indcs,1,100.0,0.0,2482232082
hoax,1,0.0,100.0,254744099
guns,1,0.0,100.0,75403792
nutrition,1,100.0,0.0,29072192
denial,2,0.0,100.0,160371272
denial,2,0.0,100.0,3243259442
whistler,1,100.0,0.0,408752680
america,1,0.0,100.0,531598198
gays,1,0.0,100.0,27203795
obama,5,40.0,60.0,1383038924
obama,5,40.0,60.0,1168614020
obama,5,40.0,60.0,16717148
obama,5,40.0,60.0,822476942
obama,5,40.0,60.0,270437243
friends,1,100.0,0.0,126008063
party,1,0.0,100.0,41766494
cheer,1,100.0,0.0,93246877
county,1,100.0,0.0,136901718
flyingfree333,1,100.0,0.0,258551101
surprise,1,0.0,100.0,75403792
summers,1,100.0,0.0,1674558818
influence,1,100.0,0.0,2427549086
awareness,1,100.0,0.0,295092700
politician,1,0.0,100.0,29893766
debate,1,0.0,100.0,95064543
gkremen,1,100.0,0.0,173321172
tolerance,1,100.0,0.0,517997193
law,1,0.0,100.0,351209897
standards,1,0.0,100.0,270437243
tedtalks,1,100.0,0.0,29072192
leftist,1,0.0,100.0,816840528
sin,2,0.0,100.0,128633483
sin,2,0.0,100.0,128633483
nail,1,0.0,100.0,246774523
record,1,0.0,100.0,1104959191
church,2,0.0,100.0,41479697
church,2,0.0,100.0,212293372
science,1,100.0,0.0,2375662682
popefrancis,1,100.0,0.0,41479697
omaniblog,1,100.0,0.0,136901718
things,2,100.0,0.0,582592612
things,2,100.0,0.0,17791954
campaign,1,0.0,100.0,185360779
animals,1,0.0,100.0,38723680
thing,1,0.0,100.0,76514412
potus,1,0.0,100.0,636611445
minister,1,100.0,0.0,2482232082
houston,1,0.0,100.0,100789993
bolt,1,0.0,100.0,2997750360
factor,1,100.0,0.0,20165785
biosphere,1,0.0,100.0,42966205
activists,1,100.0,0.0,2391870344
days,1,100.0,0.0,487112770
plants,1,100.0,0.0,2149562384
fact,1,0.0,100.0,611937922
conservation,1,100.0,0.0,3253195579
others,1,100.0,0.0,2993036154
disasters,3,0.0,100.0,25963806
disasters,3,0.0,100.0,33856647
disasters,3,0.0,100.0,440639555
scenario,1,0.0,100.0,142947693
colorado,1,0.0,100.0,537319315
breeze,1,100.0,0.0,1000849548
media,2,50.0,50.0,416040278
media,2,50.0,50.0,2997750360
coldest,1,100.0,0.0,199879420
divestment,1,100.0,0.0,20662651
humans,1,0.0,100.0,14303077
dreams,1,100.0,0.0,15066876
alternatives,1,100.0,0.0,3248100462
outta,1,100.0,0.0,517997193
sta,1,100.0,0.0,3248100462
generation,3,33.33333333333333,66.66666666666666,2391870344
generation,3,33.33333333333333,66.66666666666666,172081908
generation,3,33.33333333333333,66.66666666666666,1174456664
abc,1,100.0,0.0,16717148
polluter,1,0.0,100.0,25963806
heatwave,2,50.0,50.0,2149562384
heatwave,2,50.0,50.0,39314178
lies,1,0.0,100.0,2551981338
intellect,1,100.0,0.0,314243234
observations,1,100.0,0.0,2427549086
asthma,1,0.0,100.0,1088990966
music,1,100.0,0.0,16248905
dalailama,1,100.0,0.0,56408045
steps,1,0.0,100.0,3243259442
england,1,0.0,100.0,382153540
ccot,1,0.0,100.0,2554476104
oceans,1,100.0,0.0,2427549086
extinction,1,0.0,100.0,487112770
anyone,1,0.0,100.0,636611445
action,2,100.0,0.0,212463932
action,2,100.0,0.0,20662651
ideology,1,0.0,100.0,517997193
issue,2,0.0,100.0,2817246450
issue,2,0.0,100.0,555892450
2c,1,100.0,0.0,2993036154
sheriff,1,100.0,0.0,3266682781
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
home,14,100.0,0.0,2993036154
place,1,100.0,0.0,14803951
records,1,0.0,100.0,3016074373
misleadinginvestors,1,0.0,100.0,226521605
neck,1,0.0,100.0,517997193
room,2,50.0,50.0,3105073274
room,2,50.0,50.0,2414706632
thanks,3,100.0,0.0,115883210
thanks,3,100.0,0.0,3248242181
thanks,3,100.0,0.0,2411506334
reason,2,0.0,100.0,411485640
reason,2,0.0,100.0,517997193
end,1,100.0,0.0,465268864
angriness,1,0.0,100.0,411485640
time,5,80.0,20.0,2149562384
time,5,80.0,20.0,95064543
time,5,80.0,20.0,2650787508
time,5,80.0,20.0,49875978
time,5,80.0,20.0,26504239
un,2,50.0,50.0,517997193
un,2,50.0,50.0,309298423
flight8,1,100.0,0.0,3111237760
camp,1,0.0,100.0,2551981338
regards,1,100.0,0.0,517997193
chicago,1,0.0,100.0,1088990966
thermostat,1,100.0,0.0,2993036154
area,1,0.0,100.0,382153540
year,1,100.0,0.0,1104959191
impact,1,0.0,100.0,517997193
move,1,100.0,0.0,300182014
democracy,1,100.0,0.0,517997193
skepticism,1,0.0,100.0,61105042
region,1,100.0,0.0,173321172
goal,1,100.0,0.0,517997193
chicken,1,0.0,100.0,148860840
leadershhip,1,100.0,0.0,167282831
collapse,1,0.0,100.0,42966205
god,1,0.0,100.0,27203795
species,1,0.0,100.0,2931714486
canada,1,0.0,100.0,39314178
asteroid,1,0.0,100.0,96825691
indoor,1,100.0,0.0,17791954
threat,1,0.0,100.0,254744099
family,1,100.0,0.0,126008063
models,2,50.0,50.0,1703926747
models,2,50.0,50.0,409379431
projects,1,100.0,0.0,1703926747
green,2,100.0,0.0,12626962
green,2,100.0,0.0,15066876
road,2,100.0,0.0,2993036154
road,2,100.0,0.0,2993036154
timpoliti,1,0.0,100.0,816840528
planet,3,0.0,100.0,52436759
planet,3,0.0,100.0,3243259442
planet,3,0.0,100.0,2817246450
chelseamagop,1,100.0,0.0,246774523
machines,1,100.0,0.0,1169337758
advancedenergy,1,0.0,100.0,185360779
movie,1,100.0,0.0,126008063
everyone,1,100.0,0.0,1674558818
boiling,1,100.0,0.0,396999739
say,1,100.0,0.0,142142545
limits,1,0.0,100.0,621996473
round,1,100.0,0.0,197918942
usa,1,0.0,100.0,1605668706
mankind,1,0.0,100.0,128633483
moment,1,0.0,100.0,185360779
depth,1,100.0,0.0,29072192
communities,2,0.0,100.0,2595966508
communities,2,0.0,100.0,1088990966
risk,2,0.0,100.0,1346952402
risk,2,0.0,100.0,226521605
turn,1,0.0,100.0,1383038924
man,4,0.0,100.0,3243259442
man,4,0.0,100.0,25963806
man,4,0.0,100.0,38723680
man,4,0.0,100.0,76514412
trains,1,0.0,100.0,2595966508
syria,1,0.0,100.0,254744099
prognostication,1,0.0,100.0,258551101
eloration,1,0.0,100.0,270437243
coast,1,100.0,0.0,16487286
islamists,1,0.0,100.0,254744099
globslopportunity,1,100.0,0.0,167282831
system,1,0.0,100.0,3243259442
guy,1,0.0,100.0,25697311
fruit,1,100.0,0.0,2149562384
considers,1,0.0,100.0,26611860
l,1,100.0,0.0,2232982311
discussion,1,100.0,0.0,2737892870
groundwork,1,100.0,0.0,1703926747
emissions,3,0.0,100.0,148860840
emissions,3,0.0,100.0,351209897
emissions,3,0.0,100.0,409379431
position,1,0.0,100.0,61105042
attenborough,3,66.66666666666666,33.33333333333333,734560633
attenborough,3,66.66666666666666,33.33333333333333,16717148
attenborough,3,66.66666666666666,33.33333333333333,822476942
temperature,1,100.0,0.0,16487286
memory,1,100.0,0.0,199879420
wars,1,0.0,100.0,440639555
innovation,1,100.0,0.0,343095829
progress,2,50.0,50.0,517997193
progress,2,50.0,50.0,305567341
upset,1,0.0,100.0,426967017
talk,1,100.0,0.0,28644910
destruction,2,0.0,100.0,2817246450
destruction,2,0.0,100.0,38723680
june,3,100.0,0.0,465268864
june,3,100.0,0.0,2149562384
june,3,100.0,0.0,16487286
mindset,1,100.0,0.0,1053036164
head,1,0.0,100.0,246774523
books,1,0.0,100.0,41766494
economy,3,100.0,0.0,1283021432
economy,3,100.0,0.0,3248100462
economy,3,100.0,0.0,3189230557
control,1,100.0,0.0,17791954
republicans,2,0.0,100.0,762583238
republicans,2,0.0,100.0,611937922
abcenvironment,1,0.0,100.0,1383038924
reuse,1,100.0,0.0,2993036154
fun,1,100.0,0.0,136901718
education,1,0.0,100.0,26611860
speakerboehner,1,0.0,100.0,160371272
opinion,1,0.0,100.0,621996473
funding,1,100.0,0.0,1283021432
compass,1,100.0,0.0,430851439
goals,1,100.0,0.0,212463932
nw,1,0.0,100.0,39314178
tunisia,1,0.0,100.0,254744099
cop21,1,0.0,100.0,276448675
degradation,2,0.0,100.0,2810237143
degradation,2,0.0,100.0,45661957
worlds,1,100.0,0.0,344831740
problem,1,0.0,100.0,734560633
mind,1,0.0,100.0,118915743
europe,1,0.0,100.0,3016074373
cow,1,0.0,100.0,148860840
sign,1,100.0,0.0,517997193
diversity,1,100.0,0.0,343095829
albertans,1,100.0,0.0,212463932
millions,1,100.0,0.0,840498092
water,1,100.0,0.0,3341741285
world,3,66.66666666666666,33.33333333333333,108419139
world,3,66.66666666666666,33.33333333333333,3266682781
world,3,66.66666666666666,33.33333333333333,56408045
need,1,100.0,0.0,1283021432
brain,1,100.0,0.0,396999739
summer,4,100.0,0.0,2993036154
summer,4,100.0,0.0,37794539
summer,4,100.0,0.0,199879420
summer,4,100.0,0.0,49875978
lives,1,100.0,0.0,840498092
degrees,4,100.0,0.0,1916081982
degrees,4,100.0,0.0,37794539
degrees,4,100.0,0.0,15705283
degrees,4,100.0,0.0,49875978
atmosphere,2,50.0,50.0,2427549086
atmosphere,2,50.0,50.0,128633483
chris,1,0.0,100.0,226521605
event,1,100.0,0.0,12626962
follow,2,100.0,0.0,3248242181
follow,2,100.0,0.0,22589460
anything,1,0.0,100.0,1174456664
suffolkbuilds,1,100.0,0.0,173321172
step,1,100.0,0.0,406705341
environment,5,20.0,80.0,2232982311
environment,5,20.0,80.0,2595966508
environment,5,20.0,80.0,611937922
environment,5,20.0,80.0,87693992
environment,5,20.0,80.0,142142545
decisions,1,0.0,100.0,3243259442
pollutant,1,0.0,100.0,89561713
china,1,100.0,0.0,582592612
pope,1,0.0,100.0,27203795
paris,1,100.0,0.0,14803951
wreck,1,0.0,100.0,517997193
love,2,100.0,0.0,212293372
love,2,100.0,0.0,2958943328
house,1,0.0,100.0,405437713
river,1,0.0,100.0,160371272
heat,2,0.0,100.0,2170765645
heat,2,0.0,100.0,588097287
humanity,1,0.0,100.0,411485640
emission,1,0.0,100.0,128633483
hop,1,0.0,100.0,517997193
epa,2,50.0,50.0,2993036154
epa,2,50.0,50.0,636611445
idiot,1,0.0,100.0,1375437380
nothing,1,0.0,100.0,172081908
theatre,1,100.0,0.0,126008063
cal,1,100.0,0.0,14810811
specialreport,1,0.0,100.0,636611445
semst,50,36.0,64.0,173321172
semst,50,36.0,64.0,1605668706
semst,50,36.0,64.0,118915743
semst,50,36.0,64.0,55650895
semst,50,36.0,64.0,563613307
semst,50,36.0,64.0,2470409048
semst,50,36.0,64.0,254744099
semst,50,36.0,64.0,25697311
semst,50,36.0,64.0,432048547
semst,50,36.0,64.0,77144908
semst,50,36.0,64.0,75403792
semst,50,36.0,64.0,2417189972
semst,50,36.0,64.0,3105073274
semst,50,36.0,64.0,2427549086
semst,50,36.0,64.0,517997193
semst,50,36.0,64.0,517997193
semst,50,36.0,64.0,41766494
semst,50,36.0,64.0,734560633
semst,50,36.0,64.0,245308991
semst,50,36.0,64.0,189749686
semst,50,36.0,64.0,2482232082
semst,50,36.0,64.0,2149562384
semst,50,36.0,64.0,531598198
semst,50,36.0,64.0,128633483
semst,50,36.0,64.0,125036205
semst,50,36.0,64.0,1168614020
semst,50,36.0,64.0,16717148
semst,50,36.0,64.0,382153540
semst,50,36.0,64.0,588097287
semst,50,36.0,64.0,142947693
semst,50,36.0,64.0,3266682781
semst,50,36.0,64.0,517997193
semst,50,36.0,64.0,17115086
semst,50,36.0,64.0,17180291
semst,50,36.0,64.0,68599588
semst,50,36.0,64.0,185360779
semst,50,36.0,64.0,305567341
semst,50,36.0,64.0,2375662682
semst,50,36.0,64.0,95064543
semst,50,36.0,64.0,227339617
semst,50,36.0,64.0,206972203
semst,50,36.0,64.0,2579979278
semst,50,36.0,64.0,226521605
semst,50,36.0,64.0,2931714486
semst,50,36.0,64.0,440639555
semst,50,36.0,64.0,411485640
semst,50,36.0,64.0,49875978
semst,50,36.0,64.0,319931473
semst,50,36.0,64.0,636611445
semst,50,36.0,64.0,14303077
damage,4,0.0,100.0,1605668706
damage,4,0.0,100.0,25963806
damage,4,0.0,100.0,2997750360
damage,4,0.0,100.0,2595966508
baby,1,0.0,100.0,310309420
hs2,1,0.0,100.0,2595966508
powers,1,100.0,0.0,1283021432
heart,1,100.0,0.0,822476942
feet,1,100.0,0.0,27528481
value,1,100.0,0.0,3341741285
earth,6,33.33333333333333,66.66666666666666,955698157
earth,6,33.33333333333333,66.66666666666666,517997193
earth,6,33.33333333333333,66.66666666666666,27528481
earth,6,33.33333333333333,66.66666666666666,2931714486
earth,6,33.33333333333333,66.66666666666666,1605668706
earth,6,33.33333333333333,66.66666666666666,14303077
coal,1,0.0,100.0,55650895
crew,1,0.0,100.0,309298423
weather,3,33.33333333333333,66.66666666666666,2359848745
weather,3,33.33333333333333,66.66666666666666,2258147472
weather,3,33.33333333333333,66.66666666666666,275648732
fossilfuel,1,0.0,100.0,588097287
scotus,1,0.0,100.0,636611445
noaa,1,100.0,0.0,1104959191
fault,1,0.0,100.0,487112770
breeders,1,100.0,0.0,115883210
egypt,1,0.0,100.0,160371272
ass,1,0.0,100.0,212293372
plans,1,100.0,0.0,582592612
politics,1,0.0,100.0,517997193
beat,1,100.0,0.0,16248905
entrepreneur,1,100.0,0.0,3266682781
australia,2,50.0,50.0,554060122
australia,2,50.0,50.0,1383038924
congress,1,100.0,0.0,563613307
importance,1,100.0,0.0,2482232082
conference,2,100.0,0.0,14803951
conference,2,100.0,0.0,2482232082
technology,2,100.0,0.0,517997193
technology,2,100.0,0.0,399395577
initiative,1,0.0,100.0,41766494
body,1,100.0,0.0,1000849548
hair,1,100.0,0.0,234660291
stand,1,100.0,0.0,2470409048
quotes,1,0.0,100.0,124735878
agenda,1,0.0,100.0,816840528
something,2,50.0,50.0,20270883
something,2,50.0,50.0,531598198
rage,1,100.0,0.0,621996473
development,2,50.0,50.0,33856647
development,2,50.0,50.0,3362824845
yo,1,0.0,100.0,1375437380
winter,2,100.0,0.0,2993036154
winter,2,100.0,0.0,15705283
guilt,1,0.0,100.0,77144908
peace,4,75.0,25.0,517997193
peace,4,75.0,25.0,517997193
peace,4,75.0,25.0,517997193
peace,4,75.0,25.0,517997193
degrowth,1,0.0,100.0,52436759
hope,1,100.0,0.0,313121798
ideologies,2,0.0,100.0,517997193
ideologies,2,0.0,100.0,517997193
reef,1,0.0,100.0,1346952402
sustainability,2,100.0,0.0,67873734
sustainability,2,100.0,0.0,3060277294
well,1,100.0,0.0,3341741285
hell,2,0.0,100.0,3105073274
hell,2,0.0,100.0,128633483
gov,1,0.0,100.0,351209897
dogs,1,100.0,0.0,16248905
asia,1,0.0,100.0,3016074373
lots,1,100.0,0.0,26504239
orbizclimatedeclaration,1,100.0,0.0,913515602
pete,1,100.0,0.0,2958943328
emails,1,0.0,100.0,26611860
life,2,50.0,50.0,142947693
life,2,50.0,50.0,90359845
momentum,1,100.0,0.0,2482232082
